transcript_id	gene_id	transcript_name	gene_name	gene_biotype
FBtr0070579	FBgn0023215	Mnt-RA	Mnt	protein_coding
FBtr0301825	FBgn0023215	Mnt-RH	Mnt	protein_coding
FBtr0344655	FBgn0266549	FBtr0344655	CR45102	ncRNA
FBtr0070584	FBgn0015286	Rala-RC	Rala	protein_coding
FBtr0070582	FBgn0015286	Rala-RB	Rala	protein_coding
FBtr0070583	FBgn0015286	Rala-RA	Rala	protein_coding
FBtr0333752	FBgn0283657	Tlk-RL	Tlk	protein_coding
FBtr0299582	FBgn0283657	Tlk-RH	Tlk	protein_coding
FBtr0301659	FBgn0283657	Tlk-RJ	Tlk	protein_coding
FBtr0299580	FBgn0283657	Tlk-RF	Tlk	protein_coding
FBtr0299579	FBgn0283657	Tlk-RE	Tlk	protein_coding
FBtr0333751	FBgn0283657	Tlk-RK	Tlk	protein_coding
FBtr0112680	FBgn0283657	Tlk-RB	Tlk	protein_coding
FBtr0345319	FBgn0283657	Tlk-RN	Tlk	protein_coding
FBtr0299581	FBgn0283657	Tlk-RG	Tlk	protein_coding
FBtr0333753	FBgn0283657	Tlk-RM	Tlk	protein_coding
FBtr0299583	FBgn0283657	Tlk-RI	Tlk	protein_coding
FBtr0070596	FBgn0283657	Tlk-RC	Tlk	protein_coding
FBtr0309620	FBgn0263532	FBtr0309620	mir-4962	pre_miRNA
FBtr0070598	FBgn0029676	HIP-R-RA	HIP-R	protein_coding
FBtr0070597	FBgn0029676	HIP-R-RB	HIP-R	protein_coding
FBtr0333764	FBgn0029676	HIP-R-RD	HIP-R	protein_coding
FBtr0335189	FBgn0264948	FBtr0335189	CR44117	ncRNA
FBtr0070599	FBgn0021738	Crg-1-RB	Crg-1	protein_coding
FBtr0300629	FBgn0260225	FBtr0300629	CR42499	pseudogene
FBtr0305348	FBgn0053221	FBtr0305348	CR33221	pseudogene
FBtr0070600	FBgn0260484	HIP-RA	HIP	protein_coding
FBtr0335188	FBgn0264949	FBtr0335188	CR44118	ncRNA
FBtr0335187	FBgn0264954	fd3F-RC	fd3F	protein_coding
FBtr0112801	FBgn0000542	ec-RB	ec	protein_coding
FBtr0070606	FBgn0000542	ec-RA	ec	protein_coding
FBtr0112802	FBgn0000542	ec-RC	ec	protein_coding
FBtr0070603	FBgn0052785	FBtr0070603	tRNA:Gln-CTG-2-1	tRNA
FBtr0070604	FBgn0025118	FBtr0070604	tRNA:Pro-CGG-3-1	tRNA
FBtr0070605	FBgn0029679	CG2901-RA	CG2901	protein_coding
FBtr0345714	FBgn0019661	FBtr0345714	roX1	ncRNA
FBtr0337066	FBgn0019661	FBtr0337066	roX1	ncRNA
FBtr0337067	FBgn0019661	FBtr0337067	roX1	ncRNA
FBtr0070635	FBgn0019661	FBtr0070635	roX1	ncRNA
FBtr0070634	FBgn0019661	FBtr0070634	roX1	ncRNA
FBtr0340204	FBgn0265575	yin-RA	yin	protein_coding
FBtr0340203	FBgn0265575	yin-RD	yin	protein_coding
FBtr0340205	FBgn0265575	yin-RB	yin	protein_coding
FBtr0340206	FBgn0265575	yin-RC	yin	protein_coding
FBtr0340202	FBgn0028491	CG2930-RF	CG2930	protein_coding
FBtr0070609	FBgn0028491	CG2930-RA	CG2930	protein_coding
FBtr0070610	FBgn0028491	CG2930-RB	CG2930	protein_coding
FBtr0070608	FBgn0028491	CG2930-RD	CG2930	protein_coding
FBtr0340201	FBgn0028491	CG2930-RE	CG2930	protein_coding
FBtr0070611	FBgn0285910	VhaAC39-1-RA	VhaAC39-1	protein_coding
FBtr0070612	FBgn0029681	CG15239-RA	CG15239	protein_coding
FBtr0332388	FBgn0260658	CG42541-RE	CG42541	protein_coding
FBtr0301100	FBgn0260658	CG42541-RD	CG42541	protein_coding
FBtr0332389	FBgn0260658	CG42541-RF	CG42541	protein_coding
FBtr0301099	FBgn0260658	CG42541-RC	CG42541	protein_coding
FBtr0345712	FBgn0029685	CG2938-RD	CG2938	protein_coding
FBtr0070627	FBgn0029685	CG2938-RB	CG2938	protein_coding
FBtr0332387	FBgn0029685	CG2938-RC	CG2938	protein_coding
FBtr0345711	FBgn0029686	CG2941-RB	CG2941	protein_coding
FBtr0070613	FBgn0029686	CG2941-RA	CG2941	protein_coding
FBtr0344825	FBgn0052786	CG32786-RB	CG32786	protein_coding
FBtr0344826	FBgn0052783	CG32783-RB	CG32783	protein_coding
FBtr0070617	FBgn0029687	Vap33-RA	Vap33	protein_coding
FBtr0070616	FBgn0029687	Vap33-RB	Vap33	protein_coding
FBtr0342739	FBgn0029687	Vap33-RE	Vap33	protein_coding
FBtr0070618	FBgn0029687	Vap33-RC	Vap33	protein_coding
FBtr0070626	FBgn0029688	lva-RC	lva	protein_coding
FBtr0342740	FBgn0029688	lva-RD	lva	protein_coding
FBtr0070625	FBgn0029689	CG6428-RA	CG6428	protein_coding
FBtr0445312	FBgn0029690	CG6414-RB	CG6414	protein_coding
FBtr0070624	FBgn0029690	CG6414-RA	CG6414	protein_coding
FBtr0346011	FBgn0267037	FBtr0346011	CR45481	ncRNA
FBtr0306828	FBgn0262990	FBtr0306828	CR43298	ncRNA
FBtr0346012	FBgn0267038	FBtr0346012	CR45482	ncRNA
FBtr0347549	FBgn0267969	FBtr0347549	CR46247	ncRNA
FBtr0347547	FBgn0267969	FBtr0347547	CR46247	ncRNA
FBtr0347548	FBgn0267969	FBtr0347548	CR46247	ncRNA
FBtr0310494	FBgn0263772	CG43689-RG	CG43689	protein_coding
FBtr0339681	FBgn0263772	CG43689-RH	CG43689	protein_coding
FBtr0310492	FBgn0263772	CG43689-RD	CG43689	protein_coding
FBtr0310491	FBgn0263772	CG43689-RF	CG43689	protein_coding
FBtr0310495	FBgn0263772	CG43689-RE	CG43689	protein_coding
FBtr0310493	FBgn0263772	CG43689-RC	CG43689	protein_coding
FBtr0343297	FBgn0029693	CG6379-RB	CG6379	protein_coding
FBtr0070671	FBgn0029693	CG6379-RA	CG6379	protein_coding
FBtr0347157	FBgn0029694	CG15375-RB	CG15375	protein_coding
FBtr0070670	FBgn0004832	Xpac-RA	Xpac	protein_coding
FBtr0070638	FBgn0000221	brn-RA	brn	protein_coding
FBtr0070640	FBgn0026084	cib-RC	cib	protein_coding
FBtr0070639	FBgn0026084	cib-RA	cib	protein_coding
FBtr0343425	FBgn0026084	cib-RE	cib	protein_coding
FBtr0070641	FBgn0026084	cib-RB	cib	protein_coding
FBtr0307206	FBgn0026084	cib-RD	cib	protein_coding
FBtr0070669	FBgn0026079	Nsun2-RA	Nsun2	protein_coding
FBtr0333183	FBgn0026085	dgt4-RB	dgt4	protein_coding
FBtr0333184	FBgn0026085	dgt4-RC	dgt4	protein_coding
FBtr0070642	FBgn0026085	dgt4-RA	dgt4	protein_coding
FBtr0333185	FBgn0026080	Tip60-RB	Tip60	protein_coding
FBtr0333186	FBgn0026080	Tip60-RC	Tip60	protein_coding
FBtr0070668	FBgn0026080	Tip60-RA	Tip60	protein_coding
FBtr0305181	FBgn0026083	tyf-RI	tyf	protein_coding
FBtr0070643	FBgn0026083	tyf-RB	tyf	protein_coding
FBtr0300931	FBgn0026083	tyf-RC	tyf	protein_coding
FBtr0345713	FBgn0026083	tyf-RN	tyf	protein_coding
FBtr0305182	FBgn0026083	tyf-RJ	tyf	protein_coding
FBtr0301124	FBgn0026083	tyf-RF	tyf	protein_coding
FBtr0305184	FBgn0026083	tyf-RL	tyf	protein_coding
FBtr0305183	FBgn0026083	tyf-RK	tyf	protein_coding
FBtr0305180	FBgn0026083	tyf-RH	tyf	protein_coding
FBtr0305185	FBgn0026083	tyf-RM	tyf	protein_coding
FBtr0305179	FBgn0026083	tyf-RG	tyf	protein_coding
FBtr0070644	FBgn0066114	GlcAT-I-RA	GlcAT-I	protein_coding
FBtr0336884	FBgn0000635	Fas2-RF	Fas2	protein_coding
FBtr0336882	FBgn0000635	Fas2-RD	Fas2	protein_coding
FBtr0070665	FBgn0000635	Fas2-RA	Fas2	protein_coding
FBtr0343523	FBgn0000635	Fas2-RG	Fas2	protein_coding
FBtr0343524	FBgn0000635	Fas2-RH	Fas2	protein_coding
FBtr0070666	FBgn0000635	Fas2-RB	Fas2	protein_coding
FBtr0070667	FBgn0000635	Fas2-RC	Fas2	protein_coding
FBtr0306816	FBgn0262980	CG43288-RA	CG43288	protein_coding
FBtr0070664	FBgn0029696	CG15571-RA	CG15571	protein_coding
FBtr0070645	FBgn0029697	CG15570-RA	CG15570	protein_coding
FBtr0070663	FBgn0041252	Femcoat-RB	Femcoat	protein_coding
FBtr0343573	FBgn0052774	Muc4B-RC	Muc4B	protein_coding
FBtr0307050	FBgn0052774	Muc4B-RB	Muc4B	protein_coding
FBtr0307049	FBgn0262608	CG43134-RB	CG43134	protein_coding
FBtr0305282	FBgn0262608	CG43134-RA	CG43134	protein_coding
FBtr0305283	FBgn0262609	CG43135-RA	CG43135	protein_coding
FBtr0070661	FBgn0029700	CG15576-RB	CG15576	protein_coding
FBtr0070646	FBgn0029701	CG12691-RA	CG12691	protein_coding
FBtr0070647	FBgn0029702	CG15572-RA	CG15572	protein_coding
FBtr0346013	FBgn0267039	FBtr0346013	CR45483	ncRNA
FBtr0070660	FBgn0040904	CG15577-RA	CG15577	protein_coding
FBtr0070659	FBgn0040905	CG15578-RA	CG15578	protein_coding
FBtr0345705	FBgn0029703	CG12692-RC	CG12692	protein_coding
FBtr0070658	FBgn0029703	CG12692-RB	CG12692	protein_coding
FBtr0345707	FBgn0040906	CG15579-RB	CG15579	protein_coding
FBtr0070657	FBgn0040906	CG15579-RA	CG15579	protein_coding
FBtr0343889	FBgn0266262	FBtr0343889	CR44957	ncRNA
FBtr0347427	FBgn0266262	FBtr0347427	CR44957	ncRNA
FBtr0347426	FBgn0267868	FBtr0347426	CR46156	ncRNA
FBtr0070656	FBgn0002707	mei-9-RA	mei-9	protein_coding
FBtr0343574	FBgn0002707	mei-9-RB	mei-9	protein_coding
FBtr0340200	FBgn0266570	CG2982-RC	CG2982	protein_coding
FBtr0070648	FBgn0266570	CG2982-RB	CG2982	protein_coding
FBtr0070655	FBgn0040907	mRpL33-RA	mRpL33	protein_coding
FBtr0301475	FBgn0262738	norpA-RE	norpA	protein_coding
FBtr0070650	FBgn0262738	norpA-RB	norpA	protein_coding
FBtr0100671	FBgn0262738	norpA-RD	norpA	protein_coding
FBtr0343599	FBgn0262738	norpA-RF	norpA	protein_coding
FBtr0070651	FBgn0262738	norpA-RA	norpA	protein_coding
FBtr0100670	FBgn0262738	norpA-RC	norpA	protein_coding
FBtr0070654	FBgn0029705	CG12693-RB	CG12693	protein_coding
FBtr0304528	FBgn0262339	FBtr0304528	mir-982	pre_miRNA
FBtr0304270	FBgn0262390	FBtr0304270	mir-303	pre_miRNA
FBtr0070652	FBgn0029706	CG3626-RA	CG3626	protein_coding
FBtr0304309	FBgn0262235	FBtr0304309	mir-983-1	pre_miRNA
FBtr0304400	FBgn0262279	FBtr0304400	mir-983-2	pre_miRNA
FBtr0304406	FBgn0262282	FBtr0304406	mir-984	pre_miRNA
FBtr0309825	FBgn0263589	FBtr0309825	CR43614	ncRNA
FBtr0347473	FBgn0267040	FBtr0347473	CR45484	ncRNA
FBtr0346020	FBgn0267040	FBtr0346020	CR45484	ncRNA
FBtr0308918	FBgn0029707	CG12688-RB	CG12688	protein_coding
FBtr0344479	FBgn0052773	FBtr0344479	CR32773	ncRNA
FBtr0344480	FBgn0052773	FBtr0344480	CR32773	ncRNA
FBtr0070672	FBgn0000179	bi-RA	bi	protein_coding
FBtr0331162	FBgn0000179	bi-RF	bi	protein_coding
FBtr0300608	FBgn0000179	bi-RB	bi	protein_coding
FBtr0343569	FBgn0000179	bi-RG	bi	protein_coding
FBtr0300609	FBgn0000179	bi-RC	bi	protein_coding
FBtr0308915	FBgn0000179	bi-RE	bi	protein_coding
FBtr0308914	FBgn0000179	bi-RD	bi	protein_coding
FBtr0308916	FBgn0029708	CG3556-RB	CG3556	protein_coding
FBtr0070674	FBgn0029708	CG3556-RA	CG3556	protein_coding
FBtr0332290	FBgn0003210	rb-RC	rb	protein_coding
FBtr0070702	FBgn0003210	rb-RA	rb	protein_coding
FBtr0343568	FBgn0003210	rb-RD	rb	protein_coding
FBtr0343566	FBgn0029709	CHOp24-RB	CHOp24	protein_coding
FBtr0070675	FBgn0029709	CHOp24-RA	CHOp24	protein_coding
FBtr0070676	FBgn0029710	CG3568-RA	CG3568	protein_coding
FBtr0308917	FBgn0029711	Usf-RC	Usf	protein_coding
FBtr0070701	FBgn0029711	Usf-RB	Usf	protein_coding
FBtr0070677	FBgn0029712	CG15912-RA	CG15912	protein_coding
FBtr0070699	FBgn0029713	CG11436-RA	CG11436	protein_coding
FBtr0070678	FBgn0029714	CG3527-RA	CG3527	protein_coding
FBtr0343567	FBgn0029715	CG11444-RB	CG11444	protein_coding
FBtr0070698	FBgn0029715	CG11444-RA	CG11444	protein_coding
FBtr0070679	FBgn0029716	CG3546-RA	CG3546	protein_coding
FBtr0070697	FBgn0029717	CG12684-RA	CG12684	protein_coding
FBtr0070680	FBgn0003053	peb-RA	peb	protein_coding
FBtr0100265	FBgn0003053	peb-RB	peb	protein_coding
FBtr0343532	FBgn0025387	CG12184-RC	CG12184	protein_coding
FBtr0070696	FBgn0025387	CG12184-RA	CG12184	protein_coding
FBtr0335037	FBgn0025387	CG12184-RB	CG12184	protein_coding
FBtr0300755	FBgn0025388	CG12179-RD	CG12179	protein_coding
FBtr0300754	FBgn0025388	CG12179-RC	CG12179	protein_coding
FBtr0070681	FBgn0025739	pon-RA	pon	protein_coding
FBtr0070693	FBgn0025613	CG3081-RA	CG3081	protein_coding
FBtr0343629	FBgn0025613	CG3081-RB	CG3081	protein_coding
FBtr0070692	FBgn0025612	CG3062-RA	CG3062	protein_coding
FBtr0070691	FBgn0011277	HLH4C-RA	HLH4C	protein_coding
FBtr0331163	FBgn0011277	HLH4C-RB	HLH4C	protein_coding
FBtr0070682	FBgn0029718	mRpL30-RA	mRpL30	protein_coding
FBtr0070690	FBgn0025615	Torsin-RA	Torsin	protein_coding
FBtr0345715	FBgn0025615	Torsin-RB	Torsin	protein_coding
FBtr0070683	FBgn0022942	Cbp80-RA	Cbp80	protein_coding
FBtr0070684	FBgn0022942	Cbp80-RB	Cbp80	protein_coding
FBtr0070689	FBgn0029719	CG15473-RA	CG15473	protein_coding
FBtr0070688	FBgn0029720	CG3009-RA	CG3009	protein_coding
FBtr0332316	FBgn0029720	CG3009-RD	CG3009	protein_coding
FBtr0300468	FBgn0029720	CG3009-RB	CG3009	protein_coding
FBtr0070687	FBgn0262699	fzr-RB	fzr	protein_coding
FBtr0070686	FBgn0262699	fzr-RA	fzr	protein_coding
FBtr0343531	FBgn0022768	Pp2C1-RB	Pp2C1	protein_coding
FBtr0070685	FBgn0022768	Pp2C1-RA	Pp2C1	protein_coding
FBtr0070704	FBgn0011760	ctp-RB	ctp	protein_coding
FBtr0070707	FBgn0011760	ctp-RC	ctp	protein_coding
FBtr0070706	FBgn0011760	ctp-RA	ctp	protein_coding
FBtr0307065	FBgn0011760	ctp-RE	ctp	protein_coding
FBtr0070709	FBgn0028325	l(1)G0334-RD	l(1)G0334	protein_coding
FBtr0070711	FBgn0028325	l(1)G0334-RC	l(1)G0334	protein_coding
FBtr0070708	FBgn0028325	l(1)G0334-RA	l(1)G0334	protein_coding
FBtr0070710	FBgn0028325	l(1)G0334-RB	l(1)G0334	protein_coding
FBtr0070712	FBgn0029722	CG7024-RA	CG7024	protein_coding
FBtr0070714	FBgn0029723	Proc-R-RA	Proc-R	protein_coding
FBtr0100551	FBgn0029723	Proc-R-RC	Proc-R	protein_coding
FBtr0070713	FBgn0029723	Proc-R-RB	Proc-R	protein_coding
FBtr0100552	FBgn0029723	Proc-R-RD	Proc-R	protein_coding
FBtr0345320	FBgn0029723	Proc-R-RE	Proc-R	protein_coding
FBtr0070736	FBgn0029724	CG15472-RA	CG15472	protein_coding
FBtr0070735	FBgn0025679	Klf15-RA	Klf15	protein_coding
FBtr0346021	FBgn0267071	FBtr0346021	CR45515	ncRNA
FBtr0070734	FBgn0029725	CG2871-RA	CG2871	protein_coding
FBtr0299601	FBgn0029726	CG15471-RB	CG15471	protein_coding
FBtr0299602	FBgn0029726	CG15471-RC	CG15471	protein_coding
FBtr0070715	FBgn0029727	CG6978-RA	CG6978	protein_coding
FBtr0332313	FBgn0029728	CG2861-RE	CG2861	protein_coding
FBtr0070731	FBgn0029728	CG2861-RA	CG2861	protein_coding
FBtr0332312	FBgn0029728	CG2861-RD	CG2861	protein_coding
FBtr0302037	FBgn0029728	CG2861-RC	CG2861	protein_coding
FBtr0346038	FBgn0267072	FBtr0346038	CR45516	ncRNA
FBtr0070716	FBgn0029729	CG12682-RA	CG12682	protein_coding
FBtr0345704	FBgn0260971	CG42594-RD	CG42594	protein_coding
FBtr0345703	FBgn0260971	CG42594-RC	CG42594	protein_coding
FBtr0301749	FBgn0260971	CG42594-RA	CG42594	protein_coding
FBtr0309526	FBgn0263506	FBtr0309526	CR43495	ncRNA
FBtr0070717	FBgn0029730	boil-RA	boil	protein_coding
FBtr0070721	FBgn0029733	CG6927-RA	CG6927	protein_coding
FBtr0300997	FBgn0052772	CG32772-RC	CG32772	protein_coding
FBtr0342952	FBgn0052772	CG32772-RE	CG32772	protein_coding
FBtr0342951	FBgn0052772	CG32772-RD	CG32772	protein_coding
FBtr0343533	FBgn0052772	CG32772-RF	CG32772	protein_coding
FBtr0300998	FBgn0029736	CG4041-RB	CG4041	protein_coding
FBtr0070723	FBgn0029737	CG6903-RA	CG6903	protein_coding
FBtr0343535	FBgn0029737	CG6903-RB	CG6903	protein_coding
FBtr0472837	FBgn0285992	FBtr0472837	hpRNA:CR46342	ncRNA
FBtr0343142	FBgn0266000	CG44774-RH	CG44774	protein_coding
FBtr0343135	FBgn0266000	CG44774-RA	CG44774	protein_coding
FBtr0345209	FBgn0266000	CG44774-RI	CG44774	protein_coding
FBtr0343140	FBgn0266000	CG44774-RF	CG44774	protein_coding
FBtr0343138	FBgn0266000	CG44774-RD	CG44774	protein_coding
FBtr0343141	FBgn0266000	CG44774-RG	CG44774	protein_coding
FBtr0343137	FBgn0266000	CG44774-RC	CG44774	protein_coding
FBtr0343139	FBgn0266000	CG44774-RE	CG44774	protein_coding
FBtr0343136	FBgn0266000	CG44774-RB	CG44774	protein_coding
FBtr0343529	FBgn0004368	Ptp4E-RH	Ptp4E	protein_coding
FBtr0301793	FBgn0004368	Ptp4E-RC	Ptp4E	protein_coding
FBtr0343528	FBgn0004368	Ptp4E-RG	Ptp4E	protein_coding
FBtr0070725	FBgn0004368	Ptp4E-RB	Ptp4E	protein_coding
FBtr0070724	FBgn0004368	Ptp4E-RA	Ptp4E	protein_coding
FBtr0301796	FBgn0004368	Ptp4E-RF	Ptp4E	protein_coding
FBtr0301794	FBgn0004368	Ptp4E-RD	Ptp4E	protein_coding
FBtr0343542	FBgn0266096	FBtr0343542	CR44833	ncRNA
FBtr0070727	FBgn0061196	CG15468-RA	CG15468	protein_coding
FBtr0346780	FBgn0267442	FBtr0346780	CR45792	ncRNA
FBtr0300018	FBgn0029740	CG12680-RB	CG12680	protein_coding
FBtr0343530	FBgn0029740	CG12680-RC	CG12680	protein_coding
FBtr0070738	FBgn0003028	ovo-RB	ovo	protein_coding
FBtr0301914	FBgn0003028	ovo-RE	ovo	protein_coding
FBtr0070739	FBgn0003028	ovo-RC	ovo	protein_coding
FBtr0100408	FBgn0003028	ovo-RD	ovo	protein_coding
FBtr0070740	FBgn0003028	ovo-RA	ovo	protein_coding
FBtr0331758	FBgn0052767	CG32767-RH	CG32767	protein_coding
FBtr0302118	FBgn0052767	CG32767-RE	CG32767	protein_coding
FBtr0302119	FBgn0052767	CG32767-RF	CG32767	protein_coding
FBtr0331757	FBgn0052767	CG32767-RG	CG32767	protein_coding
FBtr0300995	FBgn0052767	CG32767-RD	CG32767	protein_coding
FBtr0300994	FBgn0052767	CG32767-RC	CG32767	protein_coding
FBtr0344648	FBgn0266098	rg-RM	rg	protein_coding
FBtr0344651	FBgn0266098	rg-RP	rg	protein_coding
FBtr0344647	FBgn0266098	rg-RL	rg	protein_coding
FBtr0344650	FBgn0266098	rg-RO	rg	protein_coding
FBtr0344649	FBgn0266098	rg-RN	rg	protein_coding
FBtr0344652	FBgn0266098	rg-RQ	rg	protein_coding
FBtr0344668	FBgn0266098	rg-RR	rg	protein_coding
FBtr0344669	FBgn0029746	CG15465-RB	CG15465	protein_coding
FBtr0070742	FBgn0029746	CG15465-RA	CG15465	protein_coding
FBtr0070741	FBgn0029745	Rpn13R-RA	Rpn13R	protein_coding
FBtr0070759	FBgn0029747	CG5062-RA	CG5062	protein_coding
FBtr0343543	FBgn0266097	FBtr0343543	CR44834	ncRNA
FBtr0303279	FBgn0261803	CG42749-RC	CG42749	protein_coding
FBtr0303278	FBgn0261803	CG42749-RB	CG42749	protein_coding
FBtr0340474	FBgn0261803	CG42749-RD	CG42749	protein_coding
FBtr0070758	FBgn0029750	CG3323-RA	CG3323	protein_coding
FBtr0070757	FBgn0029751	CG17764-RA	CG17764	protein_coding
FBtr0070756	FBgn0263237	Cdk7-RA	Cdk7	protein_coding
FBtr0070748	FBgn0003449	snf-RA	snf	protein_coding
FBtr0340478	FBgn0029752	TrxT-RB	TrxT	protein_coding
FBtr0070755	FBgn0029752	TrxT-RA	TrxT	protein_coding
FBtr0345745	FBgn0011761	dhd-RB	dhd	protein_coding
FBtr0070749	FBgn0011761	dhd-RA	dhd	protein_coding
FBtr0070750	FBgn0029753	CG4198-RA	CG4198	protein_coding
FBtr0340475	FBgn0029753	CG4198-RB	CG4198	protein_coding
FBtr0301881	FBgn0029754	CG15930-RB	CG15930	protein_coding
FBtr0070751	FBgn0029755	Sas10-RA	Sas10	protein_coding
FBtr0112876	FBgn0014024	Rnp4F-RD	Rnp4F	protein_coding
FBtr0070752	FBgn0014024	Rnp4F-RA	Rnp4F	protein_coding
FBtr0340477	FBgn0014024	Rnp4F-RF	Rnp4F	protein_coding
FBtr0070753	FBgn0014024	Rnp4F-RB	Rnp4F	protein_coding
FBtr0340476	FBgn0284442	Mcm3-RB	Mcm3	protein_coding
FBtr0070762	FBgn0284442	Mcm3-RA	Mcm3	protein_coding
FBtr0344827	FBgn0029756	CG3309-RB	CG3309	protein_coding
FBtr0070798	FBgn0029756	CG3309-RA	CG3309	protein_coding
FBtr0070763	FBgn0026751	XRCC1-RA	XRCC1	protein_coding
FBtr0308348	FBgn0010014	CanB-RB	CanB	protein_coding
FBtr0070764	FBgn0010014	CanB-RA	CanB	protein_coding
FBtr0301951	FBgn0029761	SK-RK	SK	protein_coding
FBtr0331604	FBgn0029761	SK-RQ	SK	protein_coding
FBtr0331602	FBgn0029761	SK-RO	SK	protein_coding
FBtr0331603	FBgn0029761	SK-RP	SK	protein_coding
FBtr0301953	FBgn0029761	SK-RM	SK	protein_coding
FBtr0344556	FBgn0029761	SK-RS	SK	protein_coding
FBtr0301950	FBgn0029761	SK-RJ	SK	protein_coding
FBtr0344558	FBgn0029761	SK-RU	SK	protein_coding
FBtr0301954	FBgn0029761	SK-RN	SK	protein_coding
FBtr0301952	FBgn0029761	SK-RL	SK	protein_coding
FBtr0300467	FBgn0029761	SK-RH	SK	protein_coding
FBtr0301949	FBgn0029761	SK-RI	SK	protein_coding
FBtr0344557	FBgn0029761	SK-RT	SK	protein_coding
FBtr0344555	FBgn0029761	SK-RR	SK	protein_coding
FBtr0070797	FBgn0029762	NAAT1-RA	NAAT1	protein_coding
FBtr0070795	FBgn0263987	spoon-RC	spoon	protein_coding
FBtr0308689	FBgn0263987	spoon-RE	spoon	protein_coding
FBtr0308688	FBgn0263987	spoon-RD	spoon	protein_coding
FBtr0070794	FBgn0263987	spoon-RA	spoon	protein_coding
FBtr0070772	FBgn0029763	Usp16-45-RD	Usp16-45	protein_coding
FBtr0340462	FBgn0029763	Usp16-45-RF	Usp16-45	protein_coding
FBtr0070773	FBgn0029763	Usp16-45-RA	Usp16-45	protein_coding
FBtr0070775	FBgn0029763	Usp16-45-RB	Usp16-45	protein_coding
FBtr0340461	FBgn0029763	Usp16-45-RE	Usp16-45	protein_coding
FBtr0070776	FBgn0029765	CG16756-RA	CG16756	protein_coding
FBtr0346054	FBgn0267073	FBtr0346054	CR45517	ncRNA
FBtr0340460	FBgn0029766	CG15784-RB	CG15784	protein_coding
FBtr0070777	FBgn0029766	CG15784-RA	CG15784	protein_coding
FBtr0340602	FBgn0265664	FBtr0340602	CR44471	ncRNA
FBtr0070778	FBgn0029768	SPR-RA	SPR	protein_coding
FBtr0339781	FBgn0029768	SPR-RB	SPR	protein_coding
FBtr0344824	FBgn0029768	SPR-RC	SPR	protein_coding
FBtr0346264	FBgn0029769	frma-RG	frma	protein_coding
FBtr0346263	FBgn0029769	frma-RF	frma	protein_coding
FBtr0070791	FBgn0052762	CG32762-RA	CG32762	protein_coding
FBtr0345787	FBgn0052762	CG32762-RB	CG32762	protein_coding
FBtr0345786	FBgn0029770	CG4151-RB	CG4151	protein_coding
FBtr0070779	FBgn0029770	CG4151-RA	CG4151	protein_coding
FBtr0346055	FBgn0267075	FBtr0346055	CR45519	ncRNA
FBtr0345785	FBgn0029771	CG12730-RB	CG12730	protein_coding
FBtr0070780	FBgn0029771	CG12730-RA	CG12730	protein_coding
FBtr0346056	FBgn0267074	FBtr0346056	CR45518	ncRNA
FBtr0091788	FBgn0086667	FBtr0091788	snoRNA:Psi28S-3342	snoRNA
FBtr0100024	FBgn0263512	Vsx2-RA	Vsx2	protein_coding
FBtr0343015	FBgn0263512	Vsx2-RB	Vsx2	protein_coding
FBtr0070781	FBgn0263511	Vsx1-RA	Vsx1	protein_coding
FBtr0340495	FBgn0263511	Vsx1-RB	Vsx1	protein_coding
FBtr0112736	FBgn0085464	CG34435-RA	CG34435	protein_coding
FBtr0112735	FBgn0250904	CG34434-RB	CG34434	protein_coding
FBtr0070785	FBgn0029778	RhoGAP5A-RA	RhoGAP5A	protein_coding
FBtr0070784	FBgn0029778	RhoGAP5A-RB	RhoGAP5A	protein_coding
FBtr0308579	FBgn0004687	Mlc-c-RB	Mlc-c	protein_coding
FBtr0070783	FBgn0004687	Mlc-c-RA	Mlc-c	protein_coding
FBtr0309642	FBgn0263631	FBtr0309642	mir-3645	pre_miRNA
FBtr0070782	FBgn0026702	l(1)G0045-RA	l(1)G0045	protein_coding
FBtr0310286	FBgn0259994	CG42492-RE	CG42492	protein_coding
FBtr0310285	FBgn0259994	CG42492-RD	CG42492	protein_coding
FBtr0300466	FBgn0259994	CG42492-RA	CG42492	protein_coding
FBtr0300465	FBgn0259994	CG42492-RC	CG42492	protein_coding
FBtr0336690	FBgn0259994	CG42492-RG	CG42492	protein_coding
FBtr0336689	FBgn0259994	CG42492-RF	CG42492	protein_coding
FBtr0331167	FBgn0259150	CG42265-RD	CG42265	protein_coding
FBtr0331168	FBgn0259150	CG42265-RE	CG42265	protein_coding
FBtr0346834	FBgn0259150	CG42265-RF	CG42265	protein_coding
FBtr0346057	FBgn0267076	FBtr0346057	CR45520	ncRNA
FBtr0070851	FBgn0029783	Sirt4-RB	Sirt4	protein_coding
FBtr0070852	FBgn0029783	Sirt4-RC	Sirt4	protein_coding
FBtr0070850	FBgn0029783	Sirt4-RA	Sirt4	protein_coding
FBtr0070799	FBgn0028474	CG4119-RA	CG4119	protein_coding
FBtr0340463	FBgn0028474	CG4119-RB	CG4119	protein_coding
FBtr0070849	FBgn0015794	Rab18-RA	Rab18	protein_coding
FBtr0345788	FBgn0029785	RpL35-RC	RpL35	protein_coding
FBtr0070800	FBgn0029785	RpL35-RB	RpL35	protein_coding
FBtr0070801	FBgn0029785	RpL35-RA	RpL35	protein_coding
